ngram	value
also typically	2.0
every instance	1.5
weight function	1.8888888888888886
representative instance	1.0
future bag	1.0
metadatabased algorithm	1.0
mi algorithm	3.6666666666666665
iterateddiscrimination algorithm	1.0
first phase	1.0
positive bag	2.0
negative bag	1.0
apr cover	1.5
candidate representative instance	1.3333333333333333
candidate representative	1.75
second phase	1.0
tight apr	5.0
work well	1.0
technique work	1.0
every positive bag	1.3333333333333333
instance close	3.6666666666666665
singleinstance algorithm	1.0
new feature	1.25
previously mention	1.0
master algorithm	1.0
committee machine	1.0
overall output	1.0
arbitrarily high	2.0
individual expert	1.0
individual response	1.0
nonlinearly combine	1.0
gating network	1.0
novel skill	1.0
real time	1.0
collect data	1.0
learn algorithm include	2.8333333333333335
autonomous selfexploration	1.0
human teacher	1.0
algorithm employ	1.5
use deep learn	1.3333333333333333
world wide web	1.3333333333333333
database repository	2.0
robot can share information	1.5
heavy computation task	1.3333333333333333
heavy computation	1.0
share information	1.0
project brings together researcher	1.6666666666666667
five major university	1.3333333333333333
x matrix	1.0
formula indicates	1.0
right show	3.0
predict formula versus x	1.8333333333333335
red dot	1.3333333333333333
high value	1.0
hinge function	1.3833333333333333
nonlinear relationship	1.0
formulaand formula	1.0
median value	1.0
mar model	2.0
mar build	1.0
ozone formula	1.0
basis function can	2.333333333333333
constant call	2.0
mirrored pair	1.0
piecewise linear	2.0
backward pas	1.2
recursive partitioning	2.388888888888889
new basis function	3.6333333333333333
new hinge function	1.3333333333333333
parent term	1.0
add term	1.0
brute force	1.0
key aspect	1.0
forward pas	1.0
one side	1.0
ozone example	1.0
generalize cross validation	1.6666666666666665
best subset	1.6666666666666667
formula penalize	1.0
modeling technique	1.0
call regression	1.3333333333333333
trading period	1.0
explanatory variable use	1.3333333333333333
statistical technique	1.0
feature may include	1.3333333333333333
recognize phoneme	1.0
feature might	2.0
feature construction	1.0
constructive operator	1.0
condition c	1.0
improve generalization	1.0
technology company	1.0
computer vision technology	1.3333333333333333
trax close	1.0
trax announce	1.0
u million	1.0
first two	2.2
regional office	1.0
shelf space	1.0
machinelearned ranking	2.0
rank model	1.3333333333333333
train data consists	1.3333333333333333
ordinal score	2.0
binary judgment	1.0
ranking model	1.0
model purpose	1.0
document retrieval	2.0
machinelearned search engine	1.3333333333333333
user query	1.5
short time	1.0
relevant document	1.3333333333333335
use simple	2.0
machinelearned model	3.0
mlr algorithm	1.5
querydocument pair	1.0
usually represent	1.0
three group	1.5
learningtorank problem	1.0
academic research	1.5
evaluation metric	1.0
rank problem	1.0
listwise approach	1.0
pointwise approach	2.0
approach often	2.0
single querydocument pair	1.6666666666666665
supervise machine learn algorithm	2.0
give pair	1.0
evaluation measure	2.333333333333333
continuous function	1.0
partial list	1.0
specifically design	1.0
polynomial regression	1.0
ranking function	1.0
technology wa	2.0
yahoo ha	2.0
data exploration	1.0
traditional data	2.0
management system	2.0
data exploration can also	2.1666666666666665
can also refer	1.3333333333333333
data scientist	1.0
within enterprise	1.0
via machine learn	2.666666666666667
find pattern	1.0
bradleyterry model	1.0
certain category	1.0
bradleyterry model can	2.0
result list	1.5
score function formula	1.3333333333333333
new parameter	1.5
estimation procedure	1.0
feature explosion	1.0
deep feature synthesis	1.6666666666666665
data science	1.4285714285714286
wa follow	1.0
inductive bias	1.0
predict output	2.083333333333333
target output	1.0
additional assumption	1.0
unseen situation	1.0
consistent hypothesis	1.4166666666666667
formal definition	1.0
feature scaling	1.0
data preprocessing step	1.3333333333333333
objective function will	2.0
much faster	1.0
simple method	1.0
original value formula	1.6666666666666665
normalized value	1.0
student weight	1.9166666666666667
audio signal	1.0
complete vector	1.0
data mine task	1.3333333333333333
instance selection can	2.6666666666666665
noisy instance	1.0
internal instance	1.0
instance selection algorithm	1.3333333333333333
select instance	1.0
selection criterion	1.0
mountain car	1.25
mountain car problem	1.3333333333333333
many version	1.0
similar technique	1.5
discrete state	1.6666666666666667
discrete action	1.5
continuous state space	1.3333333333333333
continuous state	2.0
two category	1.0
state will	2.5
vary include	1.5
version space learn	1.3333333333333333
version space learn algorithm	1.9166666666666665
candidate elimination	2.0
specific hypothesis	1.5
positive training example	1.3333333333333333
remain feature space	1.3333333333333333
hence become inconsistent	1.3333333333333333
hypothesis essentially constitute	1.3333333333333333
true concept	1.3333333333333333
define just	2.0
data already observe thus	2.5
novel neverbeforeseen data point	1.6666666666666667
negative training example	1.3333333333333333
possibly infinite	2.0
multiple hypothesis	2.5
statistical learn theory	1.4999999999999998
vision speech	1.0
future input	1.0
person name	1.0
whose element	1.5
training set data	1.3333333333333333
actual value	1.0
best possible	1.8
possible function formula	1.6666666666666665
best possible function	1.6666666666666665
square loss	1.25
ordinary least square regression	2.0
actual output	2.6666666666666665
iswhere formula	1.6666666666666667
potential function	1.0
give empirical risk	2.333333333333333
arbitrarily close	1.0
random index	1.3333333333333333
name suggest	1.0
approximately preserve	1.0
matrix r	1.6666666666666667
matrix notation	1.0
random matrix r	1.6666666666666665
data matrix x	1.6666666666666665
matrix x	1.6666666666666667
nonzero entry	1.0
per column	1.0
first row	1.0
random unit vector	2.0666666666666664
space orthogonal	3.0
gaussian distribution can	2.666666666666667
integer arithmetic	1.0
use integer arithmetic	1.3333333333333333
ndimensional euclidean space	1.3333333333333333
exponentially large	2.3333333333333335
almost orthogonal	1.0
small value	1.0
orthogonal vector	1.0
independently chosen vector	1.3333333333333333
generate sample	1.0
arbitrarily large	1.5
random decision forest	1.3333333333333333
classification regression	1.0
mean prediction	1.5
individual tree	1.0
random subspace method	1.3333333333333333
stochastic discrimination	1.5
random subspace	1.75
leo breiman	1.5
feature dimension	1.0
splitting method	1.0
forest method	1.5
also offer	1.0
theoretical result	1.0
different part	1.0
training algorithm	1.2857142857142858
tree learner	1.0
unseen sample	1.3333333333333333
individual regression tree	1.3333333333333333
regression tree	1.0
many tree	1.0
single training set	1.7777777777777777
free parameter	1.0
several thousand	2.0
outofbag error	1.0
bootstrap sample	2.0
random forest can	2.0
breimans original	2.0
wa describe	1.0
variable importance	1.3333333333333333
formulath feature	3.0
neighborhood scheme	1.0
new point	2.111111111111111
random forest predictor	1.3333333333333333
dissimilarity measure	1.0
one can also	2.0
random forest dissimilarity	1.95
synthetic data	1.0
tree construction	1.3333333333333333
kerf estimate	3.6666666666666665
define kerf	1.5
simplified model	1.0
center kerf	1.5
uniform kerf	1.5
prove upper bound	1.3333333333333333
breimans original random forest	1.5
uniformly select	1.0
binary tree	1.0
uniform forest	1.5
independent random variable distribute	1.5
random regression forest	1.3333333333333333
finite forest	2.0
cell contain formula	1.3333333333333333
two level	1.0
connection function	4.083333333333334
forest except	6.0
correspond kernel function	4.333333333333333
exist sequence formula	1.3333333333333333
almost surelythen almost	2.333333333333333
library write	1.0
software library	1.0
data mine algorithm	1.3333333333333333
application programming interface	1.7777777777777777
predictive analytics task	1.3333333333333333
visualization tool	1.0
really need	1.0
computationally prohibitive	1.0
make sure	1.0
unlabeled point	1.5333333333333332
labeled point	1.0
nearestneighbor algorithm	2.0
labeling task	1.0
transductive algorithm	1.0
make available	1.3333333333333333
computational cost	1.0
discrete label	1.0
continuous label	1.0
label tend	2.0
add partial supervision	1.3333333333333333
manifold learn algorithm	1.6666666666666665
transduction can	2.0
semisupervised extension	1.0
iterative approach	1.0
open access	1.0
scientific journal	1.0
editorial board	1.5
continue publish	1.0
expensive journal	1.0
payaccess archive	1.0
retain copyright	2.0
print edition	1.0
mit press	1.0
microtome publish	1.5
proceeding publication	4.0
meta learning	1.0
data mining technique	1.3333333333333333
different learning algorithm	1.3333333333333333
performance measure	1.0
related problem	1.2
meta learn	2.0
biasvariance dilemma	1.0
modeling field	1.5
mathematical description	1.0
input bottomup signal	1.3333333333333333
bottomup signal	1.3333333333333333
nmf system	1.3333333333333333
process level	1.0
output signal	1.0
concept accord	3.5
good representation	1.0
hierarchical level	1.0
signal xn	1.5714285714285714
lower level	2.0
neuron activation	5.666666666666667
dimension necessary	1.5
priming signal	1.5
parameter s	1.0
neuron n	1.3333333333333333
object m	1.7619047619047616
model msn predicts	1.3333333333333333
model msn	2.0
visual perception	1.0
law describe	1.0
every signal	1.0
knowledge instinct	1.0
conditional partial similarity	1.3333333333333333
similarity measure l	2.6666666666666665
probabilistic measure	1.0
overall similarity	1.5
signal value	1.0
functional form	1.0
model parameter s	1.3333333333333333
system form	2.0
old one	1.0
similarity l	1.5
penalty function	1.0
asymptotically unbiased	1.0
signal n	1.3333333333333333
combinatorial complexity	1.0
dynamic logic	1.0
stationary state	1.0
frown pattern	2.0
without noise	2.0
uniform model	1.0
parabolic model	1.0
fuzzy model	1.0
representation within	2.0
algorithm decide	1.5
blob model	1.0
hierarchical nmf system	1.3333333333333333
activate model	1.0
activation signal	1.0
general concept	2.0
active model	3.6666666666666665
inactive model	2.833333333333333
random indexing	1.5
new item	1.0
veryhighdimensional vector	1.5
low dimensionality	1.0
hamming distance	2.0
preference learning	1.0
preference model	1.0
preference information	1.0
preference learn	1.2
past decade	1.0
label rank	1.75
instance space formula	1.6666666666666665
main problem	1.0
classification problem can	2.0
label rank problem	1.6666666666666665
preference information formula	1.3333333333333333
instance rank	1.3333333333333333
ranking order	1.0
real number formula	1.6666666666666665
binary value	1.0
utility function	1.0
object rank	1.0
preference relation	1.0
user preference	1.0
recommender system	1.0
scoring function	1.0
speech audio	1.0
label sequence	1.0
backpropagation algorithm	1.0
roboearth offer	1.0
roboearth knowledge	2.5
cloud engine	1.5
compute environment	1.0
wa award	1.0
x x x	2.0
unknown density	1.5
kernel density estimator	1.5555555555555554
density estimator	1.3333333333333335
mathematical property	1.0
normal kernel	1.0
normal density	1.0
kernel density estimate	2.0333333333333337
density estimate	1.4285714285714286
point cloud	1.0
data point fall inside	2.083333333333333
data point x	1.6666666666666665
underlying density	1.0
true density	1.0
bandwidth h	2.6666666666666665
risk function	1.0
mean integrate squared	2.333333333333333
weak assumption	1.0
generally unknown	1.0
o notation	1.0
mean integrate	1.0
second derivative	1.0
depend upon	2.0
heavytailed distribution	1.0
ruleofthumb bandwidth	1.0
inversion formula	1.0
damping function	1.0
best action	1.0
feature representation	1.0
recent advance	1.0
deep learn framework	1.3333333333333333
apache spark	1.0
hebbian learn	1.0
action potential	1.0
unsupervised learn algorithm	1.6666666666666665
pattern recognition task	1.3333333333333333
estimate give	1.1666666666666667
second order moment	1.6666666666666665
order moment	2.0
second order	1.0
latent variable model	1.3333333333333333
latent variable also exist	2.3333333333333335
topic modeling	2.0
expectationmaximization algorithm	1.0
will converge	1.0
data breach	1.0
becomes find	1.0
establish baseline	1.5
hierarchy represent	3.3333333333333335
rudolf wille	2.0
mathematical theory	1.0
garrett birkhoff	1.5
text mine	1.5
semantic web	3.0
complete lattice	1.0
binary relation	1.0
object g	1.5
attribute m	1.4444444444444446
formal context	1.3444444444444446
concept lattice	1.0
line diagram	1.0
lattice theory	2.111111111111111
previous approach	1.0
philosophical foundation	1.0
charles s	1.0
formal concept analysis aim	1.6666666666666667
become less	1.6666666666666667
circle represent	1.0
concept circle	1.0
concept consists	1.0
ascend path	1.0
g m	2.0
b m	1.0
derivation operator	1.0
m gim	2.6666666666666665
g g	1.0
m m	2.0
b b	1.0
valid implication	5.666666666666667
arrow relation	1.0
association rule	1.6845238095238095
computer go program	2.0
learning technique use	1.3333333333333333
darkfores combine	1.0
method commonly	2.5
human player	2.333333333333333
google alphago	1.5
substantially improve	1.0
traditional monte carlo tree search	1.7000000000000002
neural network design	1.3333333333333333
network design	1.0
darkfores achieve	1.0
stable d	1.6666666666666667
kg go server	1.5555555555555554
d rank	1.0
kg go	2.0
go ais	1.5
zen dolbaram	1.0
stateoftheart go	1.0
rd place	1.0
january kg	1.0
board position	1.0
next move	1.0
best searchbased	1.0
local tactic	1.0
searchbased engine	1.0
convolution neural network	1.3333333333333333
binary plane	1.0
d level	1.5833333333333335
weight share	1.5
stable d level	1.3333333333333333
k rollouts	2.333333333333333
satisfies formula	2.5
formula satisfies formula	2.3333333333333335
following example	1.0
new data point will	3.75
know whether	2.0
maximummargin hyperplane	1.0
normal vector	1.5
rule induction	1.9166666666666667
formal rule	1.0
decision list	1.25
term decision list	3.1333333333333333
language specify	3.0
email filter	1.5
question can machine	5.0
turing proposal	1.0
desire output	1.0
previous experience	1.0
data acquisition	1.0
prediction base	3.3333333333333335
supervise method	3.5
two field	1.0
algorithmic model	2.8333333333333335
biasvariance decomposition	1.1666666666666667
performance bound computational learning	3.3333333333333335
performance bound	2.0
consider feasible	1.0
certain class	1.0
association rule learn	1.6666666666666665
large database	1.0
connectionist approach	1.0
different cluster	1.0
common technique	1.0
direct acyclic	3.166666666666667
direct acyclic graph	1.4999999999999998
acyclic graph	1.2
reinforcement learn algorithm	1.6666666666666665
learn algorithm aim	1.3333333333333333
often attempt	1.0
multilinear subspace learn algorithm	1.9166666666666665
highdimensional vector	1.5
sparse dictionary learning	1.3333333333333333
sparse dictionary	1.0909090909090908
sparse dictionary learn	1.3333333333333333
sparse dictionary learn ha	2.1666666666666665
several context	1.0
sparsely represent	1.0
image denoising	1.0
apply knowledge	1.0
rulebased machine	1.5
defining characteristic	1.0
rulebased machine learn	2.0
learn classifier system	2.333333333333333
technique like	2.0
false positive rate fpr	1.6666666666666667
false negative rate fnr	1.5833333333333335
effective method	1.0
may exhibit	1.0
health care	1.0
provide professional	1.5
ideal function formula	1.7777777777777777
local search	1.0
ideal function	2.25
multiple representation	1.5
closely match	1.0
possible mutation	1.0
limit number	1.0
empirical performance	1.0
formula accord	3.6666666666666665
beneficial mutation	1.0
neutral mutation	1.0
pac learnability	1.0
structure sparsity regularization	2.0
sparsity regularization	2.1666666666666665
structure sparsity	2.2857142857142856
structure sparsity regularization method	1.722222222222222
sparsity regularization method	1.853333333333333
regularization method	1.2857142857142858
structured sparsity method	1.3333333333333333
prior assumption	1.0
overlap group	1.8
nonoverlapping group	1.4
method allow	1.0
structured sparsity method include	3.0
regularize empirical risk minimization problem	1.8
regularization penaltywhere formula	1.3333333333333333
formula norm define	1.3333333333333333
norm define	1.25
regularize empirical risk minimization	2.865079365079365
regularize empirical risk	3.025
dictionary formula	1.0
learning problem can	2.222222222222222
formula norm formula	1.6666666666666665
nonzero component	1.0
sparse solution	1.5
favor sparser solution	3.066666666666667
regularization term formula	1.3333333333333333
several situation	1.0
may want	1.0
regularization process	1.0
nonoverlapping group case	1.3333333333333333
coefficient vector formula	1.3333333333333333
group formula norm formula	2.1666666666666665
jth component	1.0
group formula norm	1.7777777777777777
regularizer will	2.5
individual coefficient	1.0
nonzero coefficient	1.0
one group	1.3333333333333333
can represent	1.0
general class	1.0
relationship among	2.0
sparsity regularization approach	1.3333333333333333
positive coefficient	1.0
problemwhere formula	1.0
group may	3.1111111111111107
coefficient within	2.5
group structure	1.0
latent group lasso	1.3333333333333333
formula otherwise	1.0
necessarily strongly convex	1.3333333333333333
group formula regularization term	1.75
formula regularization term	1.3333333333333333
strongly convex	1.4444444444444446
formula regularization	1.625
unique solution	1.0
squared formula norm	1.6666666666666665
group lasso approach	1.3333333333333333
formula norm term	3.7333333333333334
hierarchical norm	1.0
submodular function	1.0
model hierarchy	1.0
text document	2.333333333333333
topic model	1.0
basis pursuit	2.5
convex potentially nondifferentiable	2.0
structured sparsity regularization	1.6666666666666665
multiple kernel learning	1.3333333333333333
optimal linear	1.0
finite dictionary	1.0
linearly independent	2.2777777777777777
two dictionary	1.0
sparse multiple kernel learning	1.5833333333333335
uc berkeley	1.0
caffe support	1.0
image segmentation	1.3333333333333333
also integrate	1.0
relational classification	2.8333333333333335
new class	1.8
item consists	1.0
bagofwords model	1.0
john like	2.0
watch movie	1.0
mary like movie	1.3333333333333333
john also like	1.3333333333333333
watch football game	1.3333333333333333
json object	1.5
common type	1.0
term frequency	1.0
entry corresponds	1.0
first document time	1.3333333333333333
word like	1.5
representation doe	2.5
document frequency	1.0
bagofword model	1.0
ngram model	1.0
bayesian spam filter	1.3333333333333333
legitimate email	1.0
word find	3.0
spam message	1.0
bag will contain	2.533333333333333
basic element	2.3333333333333335
signal can	3.6666666666666665
wavelet transform	1.0
dictionary learn method	1.3333333333333333
input data can	4.0
jointly convex	1.0
sparse dictionary learn problem	1.6666666666666667
transform matrix	1.0
iteratively update	1.0
moorepenrose pseudoinverse	1.0
sufficiently small	1.3333333333333333
input data formula	1.3333333333333333
dual variable	1.0
much less	1.0
training method	1.3333333333333335
online learn	1.0
become available	1.0
basis element	1.0
various image	1.5
process task	1.0
input will	2.25
medical signal	1.0
contain many	2.5
target class	1.0
region instance	1.3333333333333335
different paradigm	4.333333333333333
ugly duckling theorem	1.6666666666666665
ugly duckling	1.5333333333333332
finitely many	3.6666666666666665
many property	1.5
n object	1.0
one can use	1.3333333333333333
will agree	1.0
exactly half	1.5
two element	1.5
bit set	1.5
equally similar	1.8333333333333333
must also	2.0
coordinate formula	1.0
formulath coordinate	1.6666666666666667
linear term	2.3333333333333335
web application	1.0
artificial intelligence ai	2.0
cleverbot wa	2.5
million interaction	1.0
line chart	1.0
control engineering	2.0
time series data	1.5833333333333333
future value	1.0
current value	3.0
single time series	1.3333333333333333
past value	1.0
will often	2.0
time series analysis can	2.75
english language	1.5
time series analysis may	2.333333333333333
frequency domain	1.0
certain structure	1.0
move average	2.3333333333333335
without assume	1.0
panel data	1.25
time series data set	1.9166666666666665
data set candidate	1.3333333333333333
anomaly detection	1.0
percent change	1.0
data point possibly	2.666666666666667
curve fitting can	3.0
fit curve	1.0
spline interpolation	1.0
main difference	1.0
entire data set	1.3333333333333333
function approximation problem	1.3333333333333333
g may	4.5
broad class	1.0
depend linearly	1.5
previous data point	1.3333333333333333
can indicate	1.0
often refer	1.0
hmm can	2.0
timeseries analysis	1.0
common notation	1.6666666666666667
natural number	1.0
overlap chart	1.0
separate chart	1.0
input pattern	1.1111111111111112
procedure know	1.0
sample without	4.0
equation can	3.0
thatwhere formula	1.0
can enhance	1.0
whose value	1.0
conditional upon	2.5
minibatch size	4.333333333333333
random seed	1.5
ball tree	1.25
internal node	1.6666666666666667
two disjoint set	1.3333333333333333
two disjoint	1.5
tree define	2.0
give test point	1.3333333333333333
binary split	1.0
construction algorithm	1.0
point encounter	1.0
bsts model	1.0
model consists	1.0
complicate mathematical	2.0
adversarial machine learning	1.6666666666666665
adversarial setting	1.0
biometric recognition	1.0
problem arise	1.0
system security	1.0
malware code	1.0
d print	1.5
arm race	1.0
reactive one	1.0
additional feature	1.0
threat model	1.0
evade detection	1.0
spam email	1.0
embed within	2.0
often retrain	1.0
intrusion detection system	1.3333333333333333
intrusion detection	1.0
hierarchical deep learn	1.3333333333333333
hierarchical label	1.5
additional training	1.5
deep learn model	1.5555555555555554
savi technology	1.5
sensor analytics solution	1.3333333333333333
analytics solution	1.0
supply chain	1.0
multilinear subspace learning	1.3333333333333333
data tensor whose observation	2.3333333333333335
linear subspace	1.0
wide range	1.0
emerge application	1.0
whose measurement	4.333333333333333
traditional linear subspace	1.6666666666666665
msl algorithm	4.333333333333333
closedform solution	1.0
acquisition function	1.0
sensor network	1.0
convex differentiable	2.5
convex function formula	1.3333333333333333
convex function	1.0
proximity operator	2.2738095238095237
moreau decomposition	1.0
conjugate formula	1.0
formula implies	3.5
moreau decomposition can	2.0
orthogonal decomposition	1.0
formula regularization problem	1.3333333333333333
sometimes referred	1.0
strictly convex	1.0
soft thresholding	2.2222222222222223
lasso problem	1.0
fixed point	2.541666666666667
fixed point iteration	2.0
point scheme	1.0
fix point	2.0
penalty term formula	1.5555555555555554
disjoint block	1.0
lasso penalty	1.0
structure prediction	1.0
find application	1.0
followslet formula	2.0
general graph	1.0
quasinewton method	1.0
can loosely	2.0
crfs can	2.0
learn infinitelylong	2.0
novel potential function	1.3333333333333333
sequence tag task	1.3333333333333333
train using	1.3333333333333333
highway network	1.0
gating mechanism	1.0
machine learn system	1.7777777777777777
asymptotic theory	1.0
empirical frequency	3.2
theoretical probability	4.0
single event	1.0
uniform convergence theorem	1.4666666666666663
sufficiently simple	1.0
simple mean	1.0
first prove	1.0
positive integer	1.0
formula iff	1.6666666666666667
union bound	1.5
occam learning	1.0
learnability implies	2.75
occam learnability	4.333333333333333
implies pac learn	1.3333333333333333
occam learn	1.4
blumer et al	1.3333333333333333
concept class formula	1.3333333333333333
formulaoccam algorithm	1.0
formula using formula	1.3333333333333333
formula using	1.5
occam algorithm	1.8888888888888886
hypothesis class formula	1.3333333333333333
give formula sample draw	1.5
formula will output	1.3333333333333333
labeled sample	1.0
formula bit	1.0
polynomially close	1.0
exception list	1.0
cardinality version	1.0
second theorem	1.0
first theorem	1.0
concept drift	1.4583333333333333
cause problem	1.0
fraud detection	1.0
may change	1.0
passive solution	1.5
shopping behavior	1.5
desired output value	1.3333333333333333
scenario will	2.5
major issue	1.0
particular input formula	1.3333333333333333
different output value	1.3333333333333333
true function	1.4
variance will	2.0
complex e	1.0
complex interaction	1.0
different input	1.6666666666666667
engineer can	2.0
noisy training example prior	2.583333333333333
noisy training example	2.1333333333333333
learning algorithm seek	1.6666666666666665
conditional probability model	1.6666666666666665
joint probability model	1.6666666666666665
supervised learning algorithm	1.3333333333333333
negative log likelihood formula	1.6666666666666667
negative log	2.3333333333333335
different definition	1.0
discriminative training	2.0
generative training	1.5
deeplearningj include implementation	1.3333333333333333
recursive neural	2.0
deeplearningj include	1.2
tensorflow kera	1.3333333333333333
skymind intelligence layer	1.3333333333333333
application programming interface api	2.3333333333333335
deeplearningj ha	2.0
production environment	1.0
machinelearning model	1.0
model server	1.0
web server	1.0
return data	1.0
import model	1.0
python framework	1.0
network train	1.3333333333333333
deeplearningj can	2.0
regev show	1.0
lwe problem	1.0
lattice problem	1.0
key exchange	1.0
give access	1.0
modulo one	1.0
search version	1.3333333333333333
decision version	1.0
uniformly random sample	1.3333333333333333
give sample	1.4
formula calculate formula	1.3333333333333333
calculate formula	1.0
recover formula	1.0
give sample formula	1.3333333333333333
lattice formula	1.0
discrete gaussian	2.0
peikert prove	1.0
matrix multiplication	1.0
application wa	2.0
three term	1.0
irreducible error	1.0
regression polynomial	1.0
training set consisting	1.3333333333333333
point outside	2.0
contain noise	1.5
ols solution	1.5
decrease variance	1.0
large training set	1.3333333333333333
produce good	2.0
sequence labeling	1.3333333333333333
one per	2.0
globally best	1.5
one item	1.0
helpful cf	1.0
common statistical model	1.3333333333333333
minimizer formula	1.0
regularize empirical risk function	1.5
schlkopf herbrich	1.0
nonempty set	1.0
positivedefinite realvalued kernel	1.3333333333333333
strictly monotonically	1.5
realvalued function formula	1.3333333333333333
arbitrary empirical risk function formula	1.7000000000000002
formula isin	2.5
positive integer n	1.3333333333333333
n n	1.0
algorithm can learn	1.3333333333333333
extension learnable	1.0
affine function	2.0
sizeformulawhere formula	1.0
transfer learn	1.5
inductive transfer	1.0
special issue	1.0
leonardo dicaprio	1.0
elton john	1.5
barry sternlicht pierre lagrange	1.6666666666666667
television dining nightlife fashion	2.083333333333333
chief executive	2.5
qloo wa	2.0
qloo raise	1.0
investor include	2.0
venture capital firm	1.6666666666666665
venture capital	1.75
company raise	1.0
source distribution	1.0
source domain	1.0
two domain	1.0
generate paraphrase	1.3333333333333333
machine translation	1.3333333333333333
parallel corpus	1.0
multisequence alignment	1.0
ngram overlap	1.0
recur pattern	1.0
within cluster	1.0
find within	2.0
new paraphrase	1.0
source sentence	1.8888888888888886
pivot language	1.0
phrase unter kontrolle	1.3333333333333333
sentence formula	1.0
hidden vector	1.0
paraphrase recognition	1.25
initial word embeddings	1.3333333333333333
skipthought vector	1.0
semantic meaning	1.0
skipthought model	1.0
since paraphrase	2.5
evaluate paraphrase	2.0
good paraphrase	1.0
dependent upon	2.0
manual alignment	1.0
phrase alignment	4.333333333333333
paraphrase generation	1.5
evaluate paraphrase generation	1.7777777777777777
human judge	1.0
lexical dissimilarity	1.5
positive assignment	5.666666666666667
negative assignment	5.0
test outcome	2.5
four number	2.6666666666666665
row ratio	1.0
column ratio	1.0
two pair	2.3333333333333335
diagnostic test	1.0
main ratio	1.0
ratio yield	4.5
ratio two	2.6666666666666665
continuous value	3.166666666666667
resultant positive	1.5
inductive probability	1.0
establish new fact	1.3333333333333333
information describe	1.0
internal language	1.0
theory consistent	1.0
simple theory	1.0
short encoding	1.0
always depend	1.0
ray solomonoff	1.3333333333333333
algorithmic probability	1.0
information describing	2.8333333333333335
many term	1.0
solomonoffs theory	1.0
bit string x	2.0
next bit	1.0
program may	2.0
short program	1.3333333333333333
kolmogorov complexity	1.0
universal prior	2.2857142857142856
intelligent agent may	2.0
input device	1.0
transformation function	1.0
agent may	2.4
two agent	1.0
prior expectation	1.0
agent will	2.0
environment without	4.0
another environment	1.0
inference make	1.5
sun will rise	1.3333333333333333
probability must	3.3333333333333335
slightly different	2.0
marcus hutters universal artificial intelligence	2.0
deductive probability	1.5
equally probable	1.0
one third	1.0
one fifth	1.0
estimate will	2.0
frequency distribution	1.0
possible world	1.6
possible world define event	1.6666666666666667
probability law	1.0
boolean expression	1.0
probability estimate	1.0
total probability	1.0
huffman code	1.0
natural number may	2.333333333333333
rational number	1.0
simple representation	1.0
event may	3.0
equation may	3.0
mutually exclusive possibility	1.3333333333333333
extend form	1.3333333333333333
theorem may	2.3333333333333335
theory h	2.5
fact f	5.0
value obtain	1.5
relative probability	1.0
mutually exclusive hypothesis	1.6666666666666665
give evidence	1.0
theory t	1.3333333333333333
condition f	3.5
abductive inference	1.0
class c	4.5
property p	3.6666666666666665
replace membership	1.0
inverse square law	1.3333333333333333
condition probability	3.0
infinite string	1.0
bayes theorem may	2.666666666666667
multiple explanation	1.0
computable sequence	1.0
computable theory	4.333333333333333
infinite set	1.0
solomonoffs inductive inference	1.3333333333333333
modern computer	1.0
computable function	1.0
index e	1.5
given value	1.0
m learns	1.6666666666666667
recursively enumerable	1.0
superrecursive algorithm	1.0
automaton call	1.0
inductive turing machine burgin	1.6666666666666667
inductive turing machine	1.7444444444444442
inductive turing machine can	2.0
without stop	1.0
simple inductive turing machine	1.5208333333333335
limit partial recursive function	1.6666666666666667
error predicate	1.3333333333333333
general turing machine	1.3333333333333333
recursive function	2.888888888888889
partial recursive function	2.3555555555555556
nonstopping computation	1.0
conventional turing machine	2.6833333333333336
inductive turing machine give result	1.8
main distinction	1.0
evolutionary inductive turing machine	1.8333333333333333
generation xt	1.0
generation xi	2.5
variation operator v	2.333333333333333
selection operator s	1.6666666666666665
first generation x	6.333333333333333
population without	3.5
compositional model	1.0
mixture model can	2.0
mixture weight	1.0
parametric mixture model	1.5555555555555554
mixture component	1.3333333333333333
typical nonbayesian	2.5
covariance matrix formula	2.0
em algorithm	1.0
point around	2.5
categorical observation look like thisthe	3.5555555555555554
two normal distribution	1.3333333333333333
two normal	1.6666666666666667
neighborhood will	3.0
house typeneighborhood	1.0
different component	1.0
grow exponentially	1.5
expectation maximization	1.0
multiple projectile	5.666666666666667
underlying mechanism	1.0
simply use	1.0
parametric distribution	1.0
normal mixture	1.3333333333333333
using technique	1.0
two member	1.0
distribution y	1.0
distinct subpopulation	1.0
mixture decomposition	1.0
expectation maximization em	1.3333333333333333
moment match	1.0
pattern analysis routine	1.3333333333333333
iterative algorithm	1.0
initial guess	1.0
expectation step	1.0
partial membership	1.0
constituent distribution	1.0
expectation value	1.0
membership value	1.0
mixture model parameter	1.3333333333333333
moment matching	1.0
spectral method	1.0
share across	2.0
new york city	1.3333333333333333
uncertain data	1.6666666666666667
will change	1.0
correlated uncertainty	1.5
relate task	1.0
shared representation	1.0
classification task across	2.0
particularly helpful	1.0
unrelated task	1.0
task relatedness	1.0
task relatedness can	2.0
task grouping	1.0
significant improvement	1.0
knowledge transfer	1.0
pretrained model can	2.0
separable kernel	1.1428571428571428
task structure	1.0
ciliberto et al	1.3333333333333333
nonseparable kernel	1.0
output metric	1.0
