collocation	syntax_distance
set function	1.0
norm discuss	1.0
include hierarchical	2.0
hierarchical norm	1.0
norm arise	1.0
submodular function	1.0
see unsupervised	1.0
unsupervised learn method	2.0
model hierarchy	1.0
represent using	1.0
using direct	2.0
natural structure	1.0
several application	1.0
application notably	3.0
model text	2.0
text document	1.0
model using	1.0
using bayesian	2.0
bayesian nonparametric	2.0
learn topic	2.0
topic model	1.0
abstract topic	1.0
bioinformatics computer	2.0
structure assume	1.0
d d	1.0
d grid	1.0
norm lead	1.0
stable set	1.0
set equal	3.0
convex shape	2.0
overlap group can	3.0
submodular function base	4.0
naturally formulated	1.0
input variable can	6.0
formulation make	1.0
computationally unfeasible	1.0
exhaustive search	1.0
search evaluate	1.0
possible subset	1.0
greedy method	1.0
stepwise regression	1.0
relaxation formulation	1.0
formulation approach	1.0
gradient optimization	2.0
natural approximation	1.0
subset selection	1.0
norm regularization	1.0
formula norm regularization	2.5
call basis	1.0
basis pursuit	2.5
convex nondifferentiable	2.0
nondifferentiable formula	2.0
call forwardbackward	2.0
forwardbackward splitting	1.0
optimization methods	1.0
methods useful	1.0
minimizing function	1.0
differentiable component	1.0
convex potentially	2.5
potentially nondifferentiable	1.0
nondifferentiable component	1.0
method also call	2.0
convex potentially nondifferentiable	2.5
solving sparsity	1.0
sparsity regularization problem	2.0
differentiable loss	2.0
quadratic loss	1.0
nondifferentiable regularizer	1.0
structured sparsity regularization	2.5
sparsity regularization can	3.0
kernel learning	1.0
predefined set	1.0
optimal linear	1.0
nonlinear combination	1.0
multiple kernel learning	2.0
algorithm mention	2.0
whole space	1.0
wa take	1.0
complementary point	1.0
distinct space	1.0
idea consider	1.0
consider finite	2.0
finite dictionary	1.0
linearly independent	3.0
independent element	1.0
atom refer	1.0
independent basis	2.0
define hypothesis	2.0
dictionary can	2.0
specific kernel	1.0
finite dictionary can	3.0
one dictionary	1.0
dictionary several	2.0
several finite	2.0
two dictionary	1.0
integer will	2.0
two dictionary formula	2.0
linear space	1.0
two component	1.0
component one	2.0
one choice	1.0
view formula	1.0
function space	1.0
can now view	2.0
independence assumption	1.0
assumption formula can	4.0
norm mention	1.0
subspace formula	1.5
formula provide	1.0
correspond feature	2.5
map formula give	2.0
formula formula give	2.0
relevant group	1.0
consider correspond	1.0
group norm consider	2.0
structured sparsity regularization approach	3.0
approach promotes	1.0
promotes set	1.0
coefficient corresponding	1.0
sparse multiple	1.3333333333333333
sparse multiple kernel	3.0
sparse multiple kernel learn	7.0
reason directly	2.0
directly generalizes	1.0
map inducing	2.0
inducing infinite	2.0
dimensional hypothesis	1.0
consider sparse	3.0
situation include	3.0
sparse multiple kernel learning	2.5
data fusion	1.0
kernel correspond	1.0
selection consider	1.0
consider kernels	1.0
kernels formula	1.0
formula depending	2.0
one dimension	1.0
generally sparse	1.0
many kernel	1.0
priori input	2.0
variable structure	1.0
caffe convolutional	2.0
convolutional architecture	1.0
fast feature	1.0
feature embedding	1.0
framework originally	2.0
uc berkeley	1.0
bsd license	1.0
python interface	1.0
caffe project	1.0
many contributor	1.0
caffe support	1.0
support many	2.0
architecture gear	1.0
gear towards	2.0
towards image	2.0
image segmentation	1.3333333333333333
many different type	2.0
connect neural	2.0
support gpu	2.0
acceleration computational	2.0
computational kernel	2.0
kernel library	1.0
project startup	2.0
startup prototype	1.0
even largescale	1.0
largescale industrial	2.0
academic research project	2.0
also integrate	1.0
integrate caffe	1.0
yahoo ha also	2.0
ha also integrate	2.0
april facebook	1.0
facebook announced	2.0
announced caffe	1.0
include new	2.0
march caffe	1.0
caffe wa	3.0
unlike traditional	2.0
traditional data mine	3.0
single table	2.0
table propositional	2.0
propositional pattern	1.0
mining algorithm	1.0
algorithm look	1.0
pattern among	2.0
among multiple	2.0
multiple table	1.0
relational pattern	1.0
correspond relational	2.0
relational classification	4.0
rule relational	3.0
classification relational	2.0
relational regression	2.0
relational association	2.0
relational classification rule	2.0
relational data mine	2.0
multirelation association	4.0
rule multirelation	2.0
rule mrar	3.0
new class	2.4
even multirelational	1.0
multirelational association	3.0
usually extract	1.0
multirelational database	1.0
rule item	1.0
item consists	1.0
one entity	1.0
several relation	1.0
multirelation association rule	4.0
relation indicate	1.0
indicate indirect	2.0
indirect relationship	1.0
follow mrar	1.0
first item	2.0
three relation	1.0
relation live	2.0
health condition	1.0
bagofwords model	1.0
bag multiset	1.0
even word	1.0
word order	1.0
keep multiplicity	1.0
early reference	1.0
distributional structure	1.0
linguistic context can	4.0
follow model	1.0
document use	2.0
use bagofwords	1.0
two simple	2.0
simple text	2.0
john like	1.3333333333333333
watch movie	1.0
mary like	1.0
like movie	1.0
mary like movie	2.0
john also	2.0
also like	1.0
watch football	2.0
football game	1.0
watch football game	2.0
john also like	2.0
two text	1.0
list constructed	1.0
json object	1.5
respective javascript	1.0
javascript variable	1.0
bow johnalsolikestowatchfootballgames	1.0
give text	2.0
example codice	1.0
also bow	1.0
strict json	1.0
object representation	1.0
another document	1.0
javascript representation	1.0
representation will	2.0
bag algebra	2.0
two document	1.0
disjoint union	1.0
union sum	1.0
feature generation	1.0
can calculate	1.0
various measure	1.0
common type	1.0
feature calculate	2.0
term frequency	1.0
frequency namely	1.0
term appears	1.0
follow two	2.0
two list	1.0
distinct word	1.0
list refer	2.0
correspond entry	1.0
histogram representation	1.0
first list	1.0
represents document	1.0
first two entry	2.0
first entry	2.0
entry corresponds	1.0
word john	3.0
first word	1.0
john appears	1.0
first document	2.0
document time	1.0
first document time	2.0
second entry	2.0
word like	1.5
second word	1.0
like appears	1.0
representation doe	2.5
original sentence	1.0
vector representation doe	4.0
several successful	2.0
example email	2.0
best representation	1.0
however term frequency	3.0
common word	1.0
highest frequency	1.0
high raw	2.0
raw count	1.0
count doe	3.0
necessarily mean	1.0
correspond word	1.0
popular way	1.0
document frequency	1.0
specific purpose	1.0
classification supervised	2.0
supervised alternative	1.0
lastly binary	3.0
weka machine	1.0
software system	1.0
machine learn software	4.0
bagofword model	1.0
example john	1.0
bagofwords representation	1.0
always follow	1.0
verb like	1.0
ngram model	1.0
spatial information	1.0
information within	3.0
ngram model can	3.0
will parse	1.0
follow unit	1.0
can view	1.0
view bagofword	2.0
n denote	2.0
see language	2.0
common alternative	1.0
directly map	1.0
hash bucket	1.0
practice hash	1.0
hash greatly	2.0
greatly simplifies	1.0
bayesian spam	1.5
unordered collection	1.0
word select	2.0
distribution one	1.0
one represent	4.0
represent spam	1.0
represent legitimate	3.0
legitimate email	1.0
email ham	1.0
probability distribution one	2.0
bayesian spam filter	2.0
two literal	2.0
literal bag	1.0
bag full	1.0
one bag	1.0
word find	5.0
spam message	1.0
spam bag	1.0
bag will	4.0
will contain	4.0
buy much	6.0
ham bag	1.0
word related	1.0
user friend	1.0
bag will contain	4.0
filter assume	1.0
two bag	1.0
use bayesian	2.0
data also	2.0
basic element	4.0
representation learn method	2.0
call atom	1.0
overcomplete span	1.0
span set	1.0
problem setup	1.0
setup also	2.0
two property	1.0
property lead	1.0
seemingly redundant	1.0
redundant atoms	1.0
allow multiple	2.0
signal recovery	1.0
compressed sense	1.0
dimensional signal	1.0
signal can	3.6666666666666665
linear measurement	1.0
measurement provide	2.0
nearly sparse	1.0
signal satisfy	1.0
sparsity condition	1.0
great importance	1.0
wavelet transform	1.0
sparse space	2.0
space different	2.0
different recovery	2.0
recovery algorithm	1.0
like basis	1.0
high dimensional vector	2.0
key principle	1.0
processing one	2.0
one typically	2.0
typically want	1.0
input data use	3.0
dictionary learn method	2.0
learn method wa	5.0
sparse dictionary learn method	3.0
general practice	1.0
use predefined	2.0
predefined dictionary	1.0
certain case	1.0
can significantly	2.0
data decomposition	1.0
decomposition compression	1.0
classification video	2.0
audio processing	2.0
input data can	6.0
image compression	1.0
compression image	2.0
image fusion	1.0
input dataset	1.0
sparse enough	1.0
constrain formula	1.0
reach arbitrarily	2.0
value allow	2.0
arbitrarily low	1.0
nonzero value	1.0
arbitrarily high value	2.0
case lnorm	2.0
ensure sparsity	1.0
jointly convex	1.0
typical assumption	1.0
dictionary learn problem	2.0
sparse dictionary learn problem	3.0
dictionary formula define	2.0
complete dictionary	1.0
dictionary doe	3.0
representational point	1.0
thus isnt	5.0
isnt consider	1.0
undercomplete dictionary	1.0
dictionary represent	1.0
actual input	2.0
input data lie	2.0
strongly related	1.0
like principal	2.0
require atoms	1.0
atoms formula	2.0
efficient dimensionality	2.0
reduction base	1.0
address specific	2.0
dictionary representation can	5.0
dictionary however	2.0
basis anyway	3.0
anyway thus	1.0
flexible dictionary	1.0
rich data	2.0
famous transform	2.0
transform matrix	1.0
transform fourier	2.0
sparsely represents	1.0
represents give	2.0
best way	1.0
learn dictionary	1.0
predefined transform	2.0
problem describe	1.0
convex problem	1.0
either dictionary	1.0
iteratively update	1.0
update one	1.0
optimal sparse	3.0
coding formula	1.0
give dictionary	2.0
sparse approximation	1.0
sometimes just	2.0
just sparse	1.0
cod problem	1.0
optimal direction	1.0
first method	1.0
representation vector	1.0
minimization problem subject	2.0
mod alternate	1.0
coding use	2.0
moorepenrose pseudoinverse	1.0
new sparse	2.0
sufficiently small	1.3333333333333333
mod ha	2.0
lowdimensional input	3.0
formula require	2.0
require just	2.0
input data formula	2.0
however due	3.0
operation compute	1.0
highdimensional case	1.0
case intractable	1.0
ha inspire	1.0
performs svd	1.0
dictionary one	4.0
way identical	1.0
mod approach	1.0
algorithm essence	1.0
first fix	1.0
dictionary find	1.0
possible formula	1.0
constraint using	3.0
using orthogonal	2.0
orthogonal matching	1.0
matching pursuit	2.0
follow manner	1.0
include rank	1.0
rank approximation	1.0
residual matrix	4.0
formula updating	1.0
updating formula	1.0
share weakness	2.0
relatively low	1.0
widespread stochastic	1.0
iterative projection	1.0
can also apply	2.0
dictionary use	1.0
order stochastic	3.0
constraint set	2.0
gradient step	1.0
dual lagrangian	2.0
lagrangian problem	1.0
problem provides	1.0
complication induce	1.0
sparsity function	1.0
follow lagrangian	1.0
socalled dual	2.0
dual variable	1.0
variable form	1.0
diagonal matrix formula	2.0
analytical expression	1.0
lagrange dual	1.0
apply one	1.0
newton method	1.0
conjugate gradient	1.0
less computational	1.0
computational hard	1.0
time much	2.0
much less	1.0
dual variable formula	5.0
parametric training	2.0
training method	2.0
analytically constructed	1.0
constructed dictionary	1.0
powerful generalize	2.0
generalize dictionary	1.0
can potentially	2.0
notable approach	1.0
learn rely	1.0
whole input	3.0
enough training dataset	2.0
many common approach	2.0
realworld scenario	1.0
data might	4.0
assumption can	2.0
input data come	2.0
case lie	1.0
online learn	1.0
essentially suggest	1.0
suggest iteratively	2.0
model upon	3.0
become available	1.0
new data point formula	3.0
online manner	1.0
gradually update	1.0
help drastically	1.0
memory need	2.0
huge size	1.0
new data become	2.0
sparse representation learn	2.0
method allow u	2.0
framework namely	2.0
linear decomposition	1.0
signal use	1.0
basis element	1.0
element learn	1.0
stateofart result	1.0
various image	1.5
video process	6.0
process task	1.0
dictionary learn framework	2.0
build specific	2.0
specific dictionary	1.0
dictionary correspond	1.0
input signal can	3.0
signal denoising	1.0
denoising since	5.0
since usually	2.0
usually one	2.0
meaningful part	1.0
sparse way	1.0
input will	2.25
le sparse	1.0
one can learn	2.0
audio process	3.0
texture synthesis	1.0
various image video	2.0
model sparse	1.0
coding wa	3.0
find empirically	1.0
cod approach	1.0
object category	1.0
category recognition	2.0
analyse medical	2.0
medical signal	1.0
signal include	1.0
resonance imaging	1.0
imaging mri	1.0
mri functional	2.0
functional mri	1.0
mri fmri	2.0
computer tomography	1.0
learn multipleinstance	1.0
multipleinstance learn mil	5.0
individually label	1.0
contain many	2.5
many instance	1.0
multipleinstance binary	2.0
bag may	2.0
label negative	1.0
learner try	1.0
will label	1.0
label individual	2.0
instance correctly	2.0
ii learn	1.0
without inducing	2.0
label bag without	4.0
take image	1.0
target class	1.0
visual content	1.0
target class base	4.0
class might	2.0
image contain	1.0
mil term	1.0
vector call	1.0
call instance	1.0
instance extract	2.0
correspond ith	1.0
ith region	1.0
total region	2.0
region instance	2.0
instance partition	1.0
positive beach	1.0
sand region	2.0
water region	2.0
multipleinstance learning	1.0
similar research	2.0
research exist	1.0
digit recognition	1.0
learning wa originally	2.0
recent review	1.0
mil literature	1.0
literature include	2.0
extensive review	1.0
comparative study	1.0
different paradigm	7.0
thorough review	1.0
assumption use	1.0
numerous researcher	1.0
adapt classical	2.0
classical classification	2.0
work within	2.0
ugly duckling	1.6
duckling theorem	1.5
argument assert	1.0
impossible without	2.0
ugly duckling theorem	2.0
assume finitely	3.0
finitely many	6.0
many property	1.5
object share	1.0
two different object	2.0
finitely many property	2.0
finitely many object	2.0
two duckling	1.0
n thing	1.0
preconceive idea	1.0
make set	1.0
n object	1.0
power set	1.0
many set	1.0
one can use	2.0
can form	1.0
class namely	2.0
formula half	1.0
may imagine	1.0
binary encode	4.0
encode integer	1.0
one find	1.0
will agree	1.0
agree exactly	2.0
exactly half	1.5
may pick	1.0
pick two	2.0
two element	1.5
number sort	1.0
first formula	2.0
formula number	1.0
number will	2.0
bit set	1.5
second formula	1.0
two block	1.0
top formula will	3.0
element one	2.0
one pick	1.0
preconceive bias	3.0
good everything	2.0
equally similar	2.5
equally dissimilar	1.0
predicate simultaneously	2.0
simultaneously satisfy	1.0
two nonidentical	2.0
nonidentical element	1.0
make judgement	1.0
prefer certain	2.0
formula booleans	1.0
least like	2.0
compute use	1.0
use hamming	2.0
boolean feature	1.0
somewhat arbitrary	1.0
feature compute	1.0
formula original	2.0
canonical way	1.0
possible boolean	2.0
resulting completed	2.0
completed vector	1.0
two complete	2.0
vector will	2.0
will either	2.0
vector must	2.0
must also	2.0
x will agree	3.0
coordinate formula	1.0
formulath coordinate	2.5
formula differs	1.0
completed feature	1.0
feature contain	1.0
contain every	2.0
every boolean	2.0
formula boolean	2.0
boolean variable	1.0
one exactly	2.0
linear term	4.0
formula without	2.0
two function	1.0
formula will agree	3.0
pair formula formula	2.0
property involve	1.0
classification say	3.0
however medin	1.0
medin et	2.0
actually resolve	1.0
bias problem	2.0
b varies	1.0
stimulus context	1.0
unique answer	1.0
one object	1.0
feature strip	1.0
sufficient weight	1.0
feature weight	1.0
similarity relation	1.0
property strip	1.0
weight fix	1.0
mean unless	2.0
unless one	2.0
attribute matching	1.0
one can specify	2.0
ha attempt	1.0
others everything	1.0
everything will	2.0
appear equally	2.0
similar hence	2.0
hence watanabe	1.0
watanabe write	1.0
weaker setting	1.0
property murphy	1.0
medin give	1.0
web application	1.0
intelligence ai	2.0
ai algorithm	1.0
artificial intelligence ai	3.0
british ai	3.0
ai scientist	2.0
go online	1.0
first decade	1.0
decade cleverbot	1.0
cleverbot hold	1.0
hold several	2.0
thousand conversation	1.0
since launch	1.0
conversation held	2.0
held ha	2.0
ha exceed	1.0
exceed million	1.0
application cleverbot	1.0
also available	1.0
io android	1.0
human input	3.0
human type	1.0
system find	1.0
exact phrase	1.0
phrase match	3.0
human respond	1.0
wa ask	1.0
formal turing	2.0
turing test	1.0
vote cast	2.0
cast cleverbot	1.0
cleverbot wa	2.5
wa judge	1.0
human compare	2.0
human achieve	1.0
human participant	1.0
software run	1.0
handle just	2.0
simultaneous request	2.0
request whereas	2.0
whereas online	3.0
online cleverbot	1.0
usually talk	1.0
around people	1.0
constantly learn	1.0
learn grow	1.0
data size	1.0
million interaction	1.0
interaction per	2.0
mostly behind	2.0
use gpu	3.0
gpu serving	1.0
serving technique	1.0
program choose	1.0
cleverbot now	2.0
now use	1.0
new version	1.0
version use	2.0
significant part	1.0
engine behind	2.0
behind cleverbot	1.0
directly access	1.0
access cleverbot	1.0
cleverbot ha	4.0
cleverscript engine	1.0
question ha	7.0
player ask	1.0
allow owner	1.0
ai ha	2.0
launch call	1.0
apple product	1.0
two google	2.0
google home	2.0
home device	1.0
device modify	1.0
using cleverbot	1.0
point index	1.0
time order	1.0
sequence take	1.0
successive equally	3.0
daily close	2.0
close value	1.0
industrial average	1.0
frequently plot	1.0
plot via	2.0
via line	2.0
line chart	1.0
statistic signal	1.0
signal process	2.0
process pattern	1.0
recognition econometrics	1.0
econometrics mathematical	2.0
mathematical finance	2.0
finance weather	1.0
weather forecasting	1.0
prediction electroencephalography	1.0
electroencephalography control	2.0
control engineering	2.0
engineering astronomy	1.0
astronomy communication	1.0
communication engineer	1.0
applied science	1.0
involves temporal	2.0
temporal measurement	1.0
analysis comprise	1.0
comprise method	1.0
analyze time	2.0
series data	1.125
meaningful statistic	1.0
time series data	2.375
future value	1.0
value base	2.0
previously observed	1.0
predict future value	2.0
test theory	1.0
current value	5.0
independent time	1.0
series affect	3.0
another time	1.0
call time	1.0
comparing value	1.0
single time	2.0
multiple dependent	3.0
dependent time	1.0
different point	1.0
single time series	2.0
natural temporal	1.0
temporal order	1.0
make time	3.0
analysis distinct	1.0
crosssectional study	1.0
natural ordering	1.0
observation e	5.0
respective education	2.0
education level	1.0
individual data	1.0
also distinct	1.0
spatial data	2.0
observation typically	2.0
typically relate	1.0
geographical location	1.0
location e	4.0
house price	1.0
intrinsic characteristic	1.0
series will	3.0
generally reflect	1.0
observation close	1.0
addition time	1.0
will often	2.0
often make	1.0
give period	1.0
period will	3.0
past value	1.0
value rather	1.0
value see	1.0
see time	2.0
model will often	2.0
future value see	2.0
realvalued continuous	2.0
continuous data	3.0
data discrete	1.0
discrete numeric	2.0
numeric data	1.0
discrete symbolic	2.0
symbolic data	1.0
time series analysis can	4.5
english language	1.5
time series analysis may	3.5
former include	3.0
wavelet analysis	1.0
latter include	2.0
include autocorrelation	2.0
crosscorrelation analysis	2.0
include spectral analysis	2.0
time domain	2.0
domain correlation	1.0
manner using	1.0
using scale	2.0
scale correlation	1.0
correlation thereby	2.0
thereby mitigate	1.0
frequency domain	1.0
additionally time	2.0
analysis technique	1.0
parametric approach	1.0
approach assume	1.0
underlying stationary	2.0
stationary stochastic	2.0
certain structure	1.0
describe use	1.0
move average	3.3333333333333335
average model	1.0
contrast nonparametric	1.0
nonparametric approach	1.0
approach explicitly	2.0
explicitly estimate	1.0
process without	5.0
without assume	1.0
particular structure	1.0
panel data	1.25
set whereas	2.0
onedimensional panel	1.0
crosssectional dataset	1.0
multidimensional data set	2.0
time series data set	3.0
set may	2.0
exhibit characteristic	1.0
data record	1.0
record unique	1.0
time data	2.0
data field	1.0
set candidate	1.0
data set candidate	2.0
unique record	1.0
record require	2.0
additional identifier	1.0
time student	1.0
student id	3.0
id stock	2.0
stock symbol	2.0
symbol country	2.0
country code	1.0
data candidate	1.0
differentiation lie	1.0
crosssectional data	2.0
analysis available	3.0
different purpose	1.0
statistic econometrics	2.0
econometrics quantitative	2.0
quantitative finance	3.0
primary goal	1.0
processing control	1.0
communication engineering	1.0
signal detection	1.0
mining pattern	2.0
cluster classification	2.0
classification query	1.0
content anomaly	3.0
machine learn time	3.0
clear way	1.0
regular time	2.0
series manually	2.0
one shown	1.0
state make	1.0
spreadsheet program	1.0
case wa	3.0
wa standardize	1.0
rate per	1.0
percent change	1.0
change per	2.0
nearly steadily	1.0
steadily drop	1.0
drop line	2.0
line show	1.0
incidence wa	2.0
wa decrease	1.0
rate vary	2.0
vertical ax	1.0
ax allow	2.0
two time	1.0
one graphic	1.0
curve fitting	1.0
point possibly	3.0
possibly subject	1.0
data point possibly	4.0
can involve	1.0
involve either	2.0
either interpolation	1.0
exact fit	1.0
approximately fit	1.0
curve fitting can	4.5
related topic	1.0
much uncertainty	1.0
data observe	2.0
random error	1.0
fit curve	1.0
curve can	2.0
infer value	1.0
among two	2.0
extrapolation refer	1.0
curve beyond	2.0
uncertainty since	5.0
series involve	2.0
value benchmark	1.0
late date	2.0
unknown quantity	1.0
two known	2.0
known quantity	1.0
quantity historical	3.0
draw conclusion	2.0
miss information	1.0
information reading	1.0
data surround	1.0
trend seasonality	1.0
relate series	1.0
series know	1.0
relevant date	1.0
alternatively polynomial	2.0
polynomial interpolation	1.0
spline interpolation	1.0
piecewise polynomial	2.0
polynomial function	1.0
time interval	1.0
different problem	3.0
complicate function	1.0
function also call	2.0
also call regression	2.0
main difference	1.0
single polynomial	1.0
entire data	2.0
entire data set	2.0
polynomial regression give	2.0
interpolation however	2.0
however yield	2.0
piecewise continuous	2.0
function compose	1.0
many polynomial	1.0
estimate beyond	2.0
original observation	1.0
observation range	2.0
another variable	1.0
produce estimate	1.0
known observation	1.0
greater uncertainty	1.0
produce meaningless	2.0
meaningless result	1.0
approximation problem	1.0
problem ask	1.0
function among	3.0
welldefined class	1.0
match approximates	1.0
taskspecific way	1.0
function approximation problem	2.0
known target	3.0
approximation theory	1.0
certain known	3.0
known function	1.0
example special	2.0
special function	1.0
example polynomial	1.0
rational function	1.0
property inexpensive	2.0
inexpensive computation	3.0
computation continuity	1.0
continuity integral	2.0
limit value	2.0
target function approximation	3.0
distinguish two major	3.0
two major class	2.0
g may	4.5
unknown instead	3.0
explicit formula	1.0
form x	2.0
target function call	2.0
g several	2.0
approximate g	1.0
number technique	1.0
interpolation extrapolation	3.0
extrapolation regression	1.0
codomain range	1.0
classification problem instead	3.0
finite set one	2.0
online time	1.0
series approximation	1.0
approximate representation	1.0
can support	1.0
series query	1.0
worstcase error	1.0
problem regression	1.0
regression classification	1.0
classification fitness	1.0
fitness approximation	1.0
unified treatment	1.0
statistic prediction	1.0
one particular	2.0
predictive inference	1.0
undertake within	2.0
indeed one	3.0
one description	1.0
transfer knowledge	1.0
whole population	1.0
related population	1.0
across time	1.0
time often	2.0
specific point	1.0
assign time	1.0
series pattern	1.0
specific category	1.0
example identify	2.0
word base	3.0
hand movement	1.0
sign language	1.0
harmonic analysis	1.0
domain use	2.0
spectral density	2.0
wa significantly	2.0
significantly accelerate	1.0
mathematician norbert	1.0
engineer rudolf	1.0
rudolf e	1.0
filter signal	1.0
predict signal	2.0
certain point	1.0
filter estimation	1.0
estimation theory	1.0
digital signal	2.0
timeseries can	2.0
individual segment	1.0
characteristic property	1.0
conference call	1.0
call can	3.0
piece correspond	2.0
person wa	2.0
wa speak	1.0
timeseries segmentation	1.0
segment boundary	2.0
boundary point	1.0
dynamical property	1.0
property associate	1.0
can approach	1.0
problem using	2.0
sophisticated system	1.0
many form	1.0
represent different	2.0
different stochastic	2.0
model variation	1.0
process three	3.0
three broad	1.0
broad class	1.0
practical importance	1.0
class depend	1.0
depend linearly	1.5
previous data	2.0
previous data point	2.0
ideas produce	1.0
produce autoregressive	1.0
autoregressive move	1.0
autoregressive integrate	1.0
integrate move	1.0
model generalize	1.0
former three	1.0
vectorvalued data	1.0
multivariate timeseries	2.0
initial v	1.0
additional set	1.0
observed timeseries	1.0
force timeseries	1.0
causal effect	1.0
observe series	1.0
force series	1.0
series may	2.0
final x	1.0
nonlinear dependence	1.0
interest partly	3.0
chaotic time	1.0
importantly empirical	3.0
empirical investigation	1.0
investigation can	2.0
can indicate	1.0
use prediction	2.0
prediction derive	1.0
nonlinear model	1.0
nonlinear autoregressive	2.0
autoregressive exogenous	2.0
exogenous model	1.0
nonlinear time	1.0
nonlinear time series	2.5
nonlinear time series analysis	5.0
time heteroskedasticity	1.0
nonlinear time series model	3.0
represent autoregressive	2.0
autoregressive conditional	2.0
conditional heteroskedasticity	2.0
collection comprise	1.0
recent past	2.0
observed series	1.0
possible representation	1.0
locally vary	1.0
vary variability	1.0
variability might	2.0
separate timevarying	2.0
timevarying process	1.0
modelfree analysis	3.0
analysis wavelet	1.0
transform base	3.0
base method	1.0
example locally	4.0
locally stationary	1.0
stationary wavelet	1.0
wavelet decompose	2.0
decompose neural	2.0
gain favor	1.0
often refer	1.0
technique decompose	1.0
given time	2.0
illustrate time	1.0
time dependence	2.0
multiple scale	1.0
also markov	1.0
markov switch	2.0
modeling volatility	1.0
volatility evolution	1.0
statistical markov	2.0
unobserved hidden	2.0
hmm can	2.0
simple dynamic	2.0
dynamic bayesian	2.0
hmm model	1.0
different notation	1.0
timeseries analysis	1.0
common notation	1.0
notation specify	1.0
series x	1.0
natural number	1.0
another common	2.0
index set	1.0
however ideas	2.0
stationarity must	3.0
consider two	2.0
two important	2.0
important idea	1.0
idea strict	3.0
strict stationarity	1.0
secondorder stationarity	1.0
application can	3.0
condition although	4.0
case might	3.0
partly specified	1.0
addition timeseries	1.0
seasonally stationary	1.0
timeseries analysis can	3.0
frequency component	2.0
component change	1.0
time can	5.0
timefrequency analysis	1.0
timefrequency representation	1.0
timeseries data	1.0
series metric	1.0
series classification	1.0
series can	2.0
chart overlap	1.0
overlap chart	1.0
separate chart	1.0
chart display	2.0
chart present	1.0
different layout	1.0
comparison purpose	1.0
relatively common	1.0
analysis software	1.0
many offering	1.0
classification pattern	2.0
recognition aim	1.0
can determine	1.0
input pattern	1.3333333333333333
procedure know	1.0
training corresponds	1.0
unknown decision	2.0
decision function base	4.0
world application	1.0
certain amount	1.0
usually known	1.0
known beforehand	1.0
knowledge refer	1.0
problem available	1.0
form determine	1.0
sample without	4.0
without prior	2.0
unique model	1.0
many classifier	1.0
classifier incorporate	1.0
general smoothness	2.0
test pattern	1.0
pattern similar	1.0
sample tend	3.0
average performance	1.0
thus implies	1.0
certain application	1.0
application one	3.5
must use	1.0
specialized algorithm	1.0
application one must	3.0
knowledge encounter	2.0
main category	2.0
category classinvariance	1.0
mostly use	1.0
use transformation	1.0
transformation use	1.0
formula parametrized	1.0
pattern formula	1.0
invariance can	2.0
transformation center	1.0
equation can	2.5
consider classinvariance	1.0
space instead	4.0
problem becomes find	2.0
membership class	1.0
region formula	1.0
classinvariance found	1.0
structured input	1.0
classifier invariant	1.0
matrix input	1.0
classinvariance concern	1.0
three particular	2.0
often occur	1.0
can enhance	1.0
poor quality	1.0
class can	4.0
can mislead	1.0
parameter whose	3.0
whose value	1.0
process begin	1.0
derive via	2.0
via train	1.0
model training	1.0
different hyperparameters	1.0
regression require	1.0
require none	1.0
model training algorithm	2.0
training algorithm require	2.0
training algorithm learn	2.0
instance lasso	2.0
regularization hyperparameter	1.0
can depend	1.0
integer type	2.0
type lead	1.0
conditional upon	2.5
others e	2.0
hide layer	1.0
performance variation	1.0
variation can	2.0
algorithm hyperparameter	1.0
much performance	1.0
performance can	2.0
learning rate	1.0
rate follow	1.0
network size	1.0
crucial hyperparameters	1.0
hyperparameters whereas	3.0
ha advocate	1.0
minibatch size	7.0
ha find	1.0
work ha find	4.0
learn directly	2.0
directly implies	1.0
empirical hyperparameter	2.0
hyperparameter performance	1.0
true performance	1.0
simple change	1.0
hyperparameters random	2.0
random seed	1.5
even different	2.0
different implementation	1.0
critical control	1.0
system without	3.0
without significant	2.0
significant simplification	1.0
particular require	1.0
require measure	2.0
also measure	1.0
capture performance	1.0
performance adequately	3.0
adequately due	2.0
reinforcement learn method	2.0
deep deterministic	2.0
deterministic policy	2.0
policy gradient	1.0
hyperparameter choice	1.0
give test data	2.0
tune hyperparameters	2.0
hyperparameters machine	1.0
involves storing	1.0
machine learn involves	3.0
robust infrastructure	1.0
purpose research	2.0
research code	1.0
code often	1.0
often evolve	4.0
evolve quickly	1.0
compromise essential	1.0
essential aspect	1.0
aspect like	2.0
online collaboration	2.0
collaboration platform	1.0
learn go	1.0
go far	2.0
allow scientist	1.0
automatically share	1.0
share organize	1.0
discuss experiment	2.0
experiment data	1.0
relevant service	1.0
source software	4.0
ball tree	1.25
partition data	2.0
organize point	1.0
partition data structure	2.0
tree get	1.0
nested set	1.0
partition data point	2.0
resulting data	2.0
notably near	1.0
every node	1.0
node define	1.0
ddimensional hypersphere	1.0
ball contain	2.0
internal node	1.6666666666666667
tree partition	1.0
two disjoint	1.5
different ball	1.0
two disjoint set	2.0
partition accord	3.0
ball center	1.0
tree define	2.0
point inside	2.0
small ball	1.0
give test point	2.0
minimum possible	2.0
possible distance	1.0
support binary	2.0
binary split	1.0
split whereas	2.0
level split	1.0
